Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
,28805,El Encín,IPF: Productos con destino al mercado final,Fabricación de productos informáticos. electrónicos y ópticos,Industria
,28806,Camporroso,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Anónima,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Casarrubios,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Reparación e instalación de maquinaria y equipo,Servicios
,28806,Inbisa II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Casarrubios,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
Sociedad Limitada,28806,El Nilo,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28803,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Azque,IPF: Productos con destino al mercado final,Industria de la alimentación,Industria
,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,IPF: Productos con destino al mercado final,Fabricación de material y equipo eléctrico,Industria
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,El Pilar,CON: Construcción,Construcción,Construcción
Sociedad Anónima,28803,Centro Empresarial Puerta de Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Jumapi,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Europa,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Casarrubios,Local o solar vacío,Local vacío,Locales vacíos
,28806,Resto del municipio,SC: Servicios al consumidor final,Actividades artísticas. recreativas y de entretenimiento,Servicios
,28806,Bañuelos,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,El Descubrimiento,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28802,Jumapi,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
Sociedad Limitada,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,El Pilar,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,La Garena,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
Sociedad Anónima,28806,El Descubrimiento,CON: Construcción,Construcción,Construcción
,28806,Mapfre,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28806,La Garena,IPF: Productos con destino al mercado final,Fabricación de vehículos de motor. remolques y semiremolques,Industria
,28806,Santa Rosa,IPI: Procesos sobre piezas,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Herle,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28805,Herle,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Alcalá I,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Industria química,Industria
Sociedad Limitada,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de otros productos minerales no metálicos,Industria
Sociedad Limitada,28806,Camporroso,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,La Esgaravita,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,La Garena,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Alcalá II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá II,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
Sociedad Anónima,28806,Azque,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28806,Inbisa II,CON: Construcción,Construcción,Construcción
,28806,Camporroso,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28803,Centro Empresarial Puerta de Alcalá,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28805,Alcalá II,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades asociativas,Educación. Asistencia Social. Sanidad y Ocio
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
Sociedad Cooperativa,28806,Casarrubios,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Fagober,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,Camporroso,Local o solar vacío,Local vacío,Locales vacíos
,28806,Arrendataria,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Mapfre,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28805,El Val,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,CON: Construcción,Construcción,Construcción
,28805,Herle,IPF: Productos con destino al mercado final,Otras industrias manufactureras,Industria
,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Pesados,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Jumapi,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Inbisa II,Local o solar vacío,Local vacío,Locales vacíos
,28806,Inbisa I,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Mapfre,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Arrendataria,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Camino del Cementerio,IPF: Productos con destino al mercado final,Fabricación de otros productos minerales no metálicos,Industria
Sociedad Limitada,28806,Atakira,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
Sociedad Limitada,28806,El Descubrimiento,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Jumapi,IPF: Productos con destino al mercado final,Reparación e instalación de maquinaria y equipo,Industria
Sociedad Limitada,28805,Alcalá I,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Anónima,28806,Azque,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28806,La Garena,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28805,Huerta de San Antonio,Local o solar vacío,Local vacío,Locales vacíos
,28806,Inbisa II,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Mapfre,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa II,SC: Servicios al consumidor final,Otros servicios al consumidor,Servicios
,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
